rarity_score,shared_title_terms,desc_similarity,career_a,primary_a,secondary_a,career_b,primary_b,secondary_b,salary_a,salary_b
10.18,live streaming,0.079,Live Streaming Production Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Live Streaming Content Creator,Arts & Performance,"Media & Journalism,Entrepreneurship",$45k–$75k,$20k–$150k
10.17,developer mobile,0.1,Mobile App Developer (Indie),Marketing & Communications,"Business & Finance,Design & Creative,Architecture & Urban Planning",Mobile Application Developer,Tech & Engineering,"Design & Creative,Business & Finance",$20k–$150k,$65k–$120k
10.17,fitness influencer,0.324,Fitness Influencer and Content Creator,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Fitness Influencer,Sports & Fitness,"Entrepreneurship,Media & Journalism",$45k–$150k,$30k–$200k+
10.17,materials sustainable,0.156,Sustainable Materials Sourcer,Fashion & Beauty,"Environment & Sustainability,Business & Finance",Package Designer (Sustainable Materials),Design & Creative,"Environment & Sustainability,Science & Research",$50k–$85k,$52k–$85k
10.17,materials sustainable,0.176,Sustainable Materials Developer,Fashion & Beauty,"Environment & Sustainability,Science & Research",Package Designer (Sustainable Materials),Design & Creative,"Environment & Sustainability,Science & Research",$52k–$85k,$52k–$85k
10.17,materials sustainable,0.114,Sustainable Materials Researcher (Fashion),Fashion & Beauty,"Science & Research,Environment & Sustainability",Package Designer (Sustainable Materials),Design & Creative,"Environment & Sustainability,Science & Research",$58k–$95k,$52k–$85k
10.17,materials sustainable,0.156,Package Designer (Sustainable Materials),Design & Creative,"Environment & Sustainability,Science & Research",Sustainable Materials Sourcer (Fashion),Fashion & Beauty,"Environment & Sustainability,Business & Finance",$52k–$85k,$52k–$85k
10.17,materials sustainable,0.114,Package Designer (Sustainable Materials),Design & Creative,"Environment & Sustainability,Science & Research",Sustainable Materials Sourcing Manager,Fashion & Beauty,"Environment & Sustainability,Business & Finance",$52k–$85k,$58k–$95k
10.17,fashion pattern,0.133,Pattern Grader (Fashion),Fashion & Beauty,"Design & Creative,Entrepreneurship",Fashion Pattern Maker,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$37k–$63k,$45k–$75k
10.17,fashion pattern,0.062,Sustainable Fashion Pattern Grader,Fashion & Beauty,"Design & Creative,Environment & Sustainability",Fashion Pattern Maker,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$48k–$72k,$45k–$75k
10.17,fashion pattern,0.094,Fashion Pattern Maker,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Fashion Pattern Grader,Fashion & Beauty,"Design & Creative,Tech & Engineering",$45k–$75k,$40k–$65k
10.16,entrepreneur subscription,0.167,Subscription Model Entrepreneur,Entrepreneurship,"Business & Finance,Tech & Engineering",Subscription Service Entrepreneur,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$150k,$45k–$150k
10.16,entrepreneur subscription,0.095,Niche Subscription Box Entrepreneur,Entrepreneurship,"Design & Creative,Business & Finance",Subscription Service Entrepreneur,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$120k,$45k–$150k
10.16,entrepreneur subscription,0.135,Subscription Box Entrepreneur,Entrepreneurship,"Design & Creative,Business & Finance",Subscription Service Entrepreneur,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$120k,$45k–$150k
10.16,digital marketing,0.05,Digital Marketing Agency Founder,Entrepreneurship,"Business & Finance,Tech & Engineering",Hotel Digital Marketing Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$150k,$50k–$95k
10.16,digital marketing,0.111,Hotel Digital Marketing Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Agency Owner (Digital Marketing),Entrepreneurship,"Design & Creative,Business & Finance",$50k–$95k,$45k–$150k
10.12,researcher user,0.258,UX Researcher (User Testing),Design & Creative,"Tech & Engineering,Business & Finance",User Experience Researcher,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$55k–$85k,$65k–$110k
10.12,design technologist,0.091,Packaging Design Technologist,Design & Creative,"Environment & Sustainability,Tech & Engineering",Industrial Design Technologist,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$50k–$85k,$50k–$85k
10.12,design technologist,0.033,Industrial Design Technologist,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Interior Design Technologist,Design & Creative,"Business & Finance,Tech & Engineering",$50k–$85k,$45k–$75k
10.11,advocate rights,0.091,Human Rights Advocate,Social Impact & Nonprofit,"Law & Government,Education & Coaching",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$75k,$40k–$65k
10.11,advocate rights,0.057,Housing Rights Advocate,Social Impact & Nonprofit,"Law & Government,Education & Coaching",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$40k–$65k
10.11,advocate rights,0.059,Civil Rights Advocate (Legal),Law & Government,"Social Impact & Nonprofit,Media & Journalism",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$55k–$95k,$40k–$65k
10.11,advocate rights,0.0,Victims' Rights Advocate,Law & Government,"Social Impact & Nonprofit,Healthcare & Medicine",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$40k–$65k
10.11,advocate rights,0.121,Policy Advocate (Civil Rights),Social Impact & Nonprofit,"Law & Government,Media & Journalism",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$40k–$65k
10.11,advocate rights,0.059,Education Rights Advocate,Social Impact & Nonprofit,"Law & Government,Media & Journalism",Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$40k–$65k
10.11,advocate rights,0.057,Disability Rights Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Patient Advocate (Healthcare Rights),Healthcare & Medicine,"Law & Government,Social Impact & Nonprofit",$40k–$65k,$40k–$65k
10.1,fashion vintage,0.139,Vintage Fashion Appraiser,Fashion & Beauty,"Business & Finance,Design & Creative",Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$45k–$75k
10.1,fashion vintage,0.088,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Consultant,Fashion & Beauty,"Design & Creative,Entrepreneurship",$45k–$75k,$35k–$65k
10.1,fashion vintage,0.079,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Reseller,Fashion & Beauty,"Entrepreneurship,Design & Creative",$45k–$75k,$30k–$75k
10.1,fashion vintage,0.118,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Buyer,Fashion & Beauty,"Design & Creative,Entrepreneurship",$45k–$75k,$40k–$75k
10.1,fashion vintage,0.097,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Restoration Specialist,Fashion & Beauty,"Design & Creative,Arts & Performance",$45k–$75k,$35k–$65k
10.1,fashion vintage,0.129,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Restorer,Fashion & Beauty,"Design & Creative,Arts & Performance",$45k–$75k,$32k–$55k
10.1,fashion vintage,0.194,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Vintage Fashion Curator,Fashion & Beauty,"Entrepreneurship,Arts & Performance",$45k–$75k,$35k–$65k
10.09,health safety,0.133,Occupational Health and Safety Engineer,Tech & Engineering,"Law & Government,Science & Research",Environmental Health and Safety Manager,Environment & Sustainability,"Law & Government,Healthcare & Medicine",$60k–$105k,$68k–$110k
10.09,health safety,0.161,Occupational Health and Safety Engineer,Tech & Engineering,"Law & Government,Science & Research",Environmental Health and Safety Officer,Environment & Sustainability,"Law & Government,Science & Research",$60k–$105k,$58k–$95k
10.09,health safety,0.097,Occupational Health and Safety Engineer,Tech & Engineering,"Law & Government,Science & Research",Environmental Health and Safety (EHS) Manager,Environment & Sustainability,"Law & Government,Science & Research",$60k–$105k,$60k–$95k
10.09,health safety,0.25,Occupational Health and Safety Engineer,Tech & Engineering,"Law & Government,Science & Research",Environmental Health & Safety Manager,Environment & Sustainability,"Science & Research,Law & Government",$60k–$105k,$62k–$98k
10.09,health safety,0.15,Environmental Health and Safety Specialist,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Occupational Health and Safety Specialist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",$52k–$95k,$62k–$98k
10.09,health safety,0.267,Environmental Health and Safety Manager,Environment & Sustainability,"Law & Government,Healthcare & Medicine",Occupational Health and Safety Specialist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",$68k–$110k,$62k–$98k
10.09,health safety,0.231,Environmental Health and Safety Manager,Environment & Sustainability,"Law & Government,Healthcare & Medicine",Occupational Health & Safety Specialist,Tech & Engineering,"Law & Government,Healthcare & Medicine",$68k–$110k,$62k–$98k
10.09,health safety,0.176,Occupational Health and Safety Specialist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Environmental Health and Safety Officer,Environment & Sustainability,"Law & Government,Science & Research",$62k–$98k,$58k–$95k
10.09,health safety,0.152,Occupational Health and Safety Specialist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Environmental Health and Safety (EHS) Manager,Environment & Sustainability,"Law & Government,Science & Research",$62k–$98k,$60k–$95k
10.09,health safety,0.219,Occupational Health and Safety Specialist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Environmental Health & Safety Manager,Environment & Sustainability,"Science & Research,Law & Government",$62k–$98k,$62k–$98k
10.09,health safety,0.259,Environmental Health and Safety Officer,Environment & Sustainability,"Law & Government,Science & Research",Occupational Health & Safety Specialist,Tech & Engineering,"Law & Government,Healthcare & Medicine",$58k–$95k,$62k–$98k
10.09,health safety,0.231,Environmental Health and Safety (EHS) Manager,Environment & Sustainability,"Law & Government,Science & Research",Occupational Health & Safety Specialist,Tech & Engineering,"Law & Government,Healthcare & Medicine",$60k–$95k,$62k–$98k
10.09,health safety,0.179,Environmental Health & Safety Manager,Environment & Sustainability,"Science & Research,Law & Government",Occupational Health & Safety Specialist,Tech & Engineering,"Law & Government,Healthcare & Medicine",$62k–$98k,$62k–$98k
10.09,environmental justice,0.212,Environmental Justice Nonprofit Director,Social Impact & Nonprofit,"Law & Government,Education & Coaching",Environmental Justice Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$50k–$85k,$45k–$70k
10.09,environmental justice,0.31,Environmental Justice Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Environmental Justice Coordinator,Social Impact & Nonprofit,"Law & Government,Education & Coaching",$45k–$70k,$40k–$65k
10.09,environmental justice,0.212,Environmental Justice Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Environmental Justice Consultant,Social Impact & Nonprofit,"Law & Government,Science & Research",$45k–$70k,$45k–$75k
10.08,learning tutor,0.027,Tutor Coordinator (Learning Center),Education & Coaching,"Social Impact & Nonprofit,Business & Finance",Tutor for Learning Disabilities,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",$30k–$45k,$30k–$55k
10.08,learning tutor,0.114,Tutor (Specialized Learning Disorders),Education & Coaching,"Healthcare & Medicine,Social Impact & Nonprofit",Tutor for Learning Disabilities,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",$35k–$65k,$30k–$55k
10.08,community online,0.079,Online Community Platform Founder,Entrepreneurship,"Tech & Engineering,Media & Journalism",Online Community Manager (Independent),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",$45k–$150k,$35k–$75k
10.08,community online,0.026,Online Community Platform Founder,Entrepreneurship,"Tech & Engineering,Media & Journalism",Online Community Manager (Paid),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$150k,$32k–$55k
10.08,community online,0.25,Online Community Platform Founder,Entrepreneurship,"Tech & Engineering,Media & Journalism",Online Community Builder,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",$45k–$150k,$45k–$85k
